UTLA19CD,UTLA19NM,Week number,deaths
E06000019,"Herefordshire, County of",6,0
E06000020,Telford and Wrekin,6,0
E06000021,Stoke-on-Trent,6,0
E06000022,Bath and North East Somerset,6,0
E06000023,"Bristol, City of",6,0
E06000024,North Somerset,6,0
E06000025,South Gloucestershire,6,0
E06000026,Plymouth,6,0
E06000027,Torbay,6,0
E06000030,Swindon,6,0
E06000031,Peterborough,6,0
E06000032,Luton,6,0
E06000033,Southend-on-Sea,6,0
E06000034,Thurrock,6,0
E06000035,Medway,6,0
E06000036,Bracknell Forest,6,0
E06000037,West Berkshire,6,0
E06000038,Reading,6,0
E06000039,Slough,6,0
E06000040,Windsor and Maidenhead,6,0
E06000041,Wokingham,6,0
E06000042,Milton Keynes,6,0
E06000043,Brighton and Hove,6,0
E06000044,Portsmouth,6,0
E06000045,Southampton,6,0
E06000046,Isle of Wight,6,0
E06000047,County Durham,6,0
E06000049,Cheshire East,6,0
E06000050,Cheshire West and Chester,6,0
E06000051,Shropshire,6,0
E06000052,Cornwall,6,0
E06000053,Isles of Scilly,6,0
E06000054,Wiltshire,6,0
E06000055,Bedford,6,0
E06000056,Central Bedfordshire,6,0
E06000057,Northumberland,6,0
E06000058,"Bournemouth, Christchurch and Poole",6,0
E06000059,Dorset,6,0
E10000002,Buckinghamshire,6,0
E10000003,Cambridgeshire,6,0
E10000006,Cumbria,6,0
E10000007,Derbyshire,6,0
E10000008,Devon,6,0
E10000011,East Sussex,6,0
E10000012,Essex,6,0
E10000013,Gloucestershire,6,0
E10000014,Hampshire,6,0
E10000015,Hertfordshire,6,0
E10000016,Kent,6,0
E10000017,Lancashire,6,0
E10000018,Leicestershire,6,0
E10000019,Lincolnshire,6,0
E10000020,Norfolk,6,0
E10000021,Northamptonshire,6,0
E10000023,North Yorkshire,6,0
E10000024,Nottinghamshire,6,0
E10000025,Oxfordshire,6,0
E10000027,Somerset,6,0
E10000028,Staffordshire,6,0
E10000029,Suffolk,6,0
E10000030,Surrey,6,0
E10000031,Warwickshire,6,0
E10000032,West Sussex,6,0
E10000034,Worcestershire,6,0
E08000001,Bolton,6,0
E08000002,Bury,6,0
E08000003,Manchester,6,0
E08000004,Oldham,6,0
E08000005,Rochdale,6,0
E08000006,Salford,6,0
E08000007,Stockport,6,0
E08000008,Tameside,6,0
E08000009,Trafford,6,0
E08000010,Wigan,6,0
E08000011,Knowsley,6,0
E08000012,Liverpool,6,0
E08000013,St. Helens,6,0
E08000014,Sefton,6,0
E08000015,Wirral,6,0
E08000016,Barnsley,6,0
E08000017,Doncaster,6,0
E08000018,Rotherham,6,0
E08000019,Sheffield,6,0
E08000021,Newcastle upon Tyne,6,0
E08000022,North Tyneside,6,0
E08000023,South Tyneside,6,0
E08000024,Sunderland,6,0
E08000025,Birmingham,6,0
E08000026,Coventry,6,0
E08000027,Dudley,6,0
E08000028,Sandwell,6,0
E08000029,Solihull,6,0
E08000030,Walsall,6,0
E08000031,Wolverhampton,6,0
E08000032,Bradford,6,0
E08000033,Calderdale,6,0
E08000034,Kirklees,6,0
E08000035,Leeds,6,0
E08000036,Wakefield,6,0
E08000037,Gateshead,6,0
E09000001,City of London,6,0
E09000002,Barking and Dagenham,6,0
E09000003,Barnet,6,0
E09000004,Bexley,6,0
E09000005,Brent,6,0
E09000006,Bromley,6,0
E09000007,Camden,6,0
E09000008,Croydon,6,0
E09000009,Ealing,6,0
E09000010,Enfield,6,0
E09000011,Greenwich,6,0
E09000012,Hackney,6,0
E09000013,Hammersmith and Fulham,6,0
E09000014,Haringey,6,0
E09000015,Harrow,6,0
E09000016,Havering,6,0
E09000017,Hillingdon,6,0
E09000018,Hounslow,6,0
E09000019,Islington,6,0
E09000020,Kensington and Chelsea,6,0
E09000021,Kingston upon Thames,6,0
E09000022,Lambeth,6,0
E09000023,Lewisham,6,0
E09000024,Merton,6,0
E09000025,Newham,6,0
E09000026,Redbridge,6,0
E09000027,Richmond upon Thames,6,0
E09000028,Southwark,6,0
E09000029,Sutton,6,0
E09000030,Tower Hamlets,6,0
E09000031,Waltham Forest,6,0
E09000032,Wandsworth,6,0
E09000033,Westminster,6,0
W06000001,Isle of Anglesey,6,0
W06000002,Gwynedd,6,0
W06000003,Conwy,6,0
W06000004,Denbighshire,6,0
W06000005,Flintshire,6,0
W06000006,Wrexham,6,0
W06000008,Ceredigion,6,0
W06000009,Pembrokeshire,6,0
W06000010,Carmarthenshire,6,0
W06000011,Swansea,6,0
W06000012,Neath Port Talbot,6,0
W06000013,Bridgend,6,0
W06000014,Vale of Glamorgan,6,0
W06000015,Cardiff,6,0
W06000016,Rhondda Cynon Taf,6,0
W06000018,Caerphilly,6,0
W06000019,Blaenau Gwent,6,0
W06000020,Torfaen,6,0
W06000021,Monmouthshire,6,0
W06000022,Newport,6,0
W06000023,Powys,6,0
W06000024,Merthyr Tydfil,6,0
E06000001,Hartlepool,7,0
E06000002,Middlesbrough,7,0
E06000003,Redcar and Cleveland,7,0
E06000004,Stockton-on-Tees,7,0
E06000005,Darlington,7,0
E06000006,Halton,7,0
E06000007,Warrington,7,0
E06000008,Blackburn with Darwen,7,0
E06000009,Blackpool,7,0
E06000010,"Kingston upon Hull, City of",7,0
E06000011,East Riding of Yorkshire,7,0
E06000012,North East Lincolnshire,7,0
E06000013,North Lincolnshire,7,0
E06000014,York,7,0
E06000015,Derby,7,0
E06000016,Leicester,7,0
E06000017,Rutland,7,0
E06000018,Nottingham,7,0
E06000019,"Herefordshire, County of",7,0
E06000020,Telford and Wrekin,7,0
E06000021,Stoke-on-Trent,7,0
E06000022,Bath and North East Somerset,7,0
E06000023,"Bristol, City of",7,0
E06000024,North Somerset,7,0
E06000025,South Gloucestershire,7,0
E06000026,Plymouth,7,0
E06000027,Torbay,7,0
E06000030,Swindon,7,0
E06000031,Peterborough,7,0
E06000032,Luton,7,0
E06000033,Southend-on-Sea,7,0
E06000034,Thurrock,7,0
E06000035,Medway,7,0
E06000036,Bracknell Forest,7,0
E06000037,West Berkshire,7,0
E06000038,Reading,7,0
E06000039,Slough,7,0
E06000040,Windsor and Maidenhead,7,0
E06000041,Wokingham,7,0
E06000042,Milton Keynes,7,0
E06000043,Brighton and Hove,7,0
E06000044,Portsmouth,7,0
E06000045,Southampton,7,0
E06000046,Isle of Wight,7,0
E06000047,County Durham,7,0
E06000049,Cheshire East,7,0
E06000050,Cheshire West and Chester,7,0
E06000051,Shropshire,7,0
E06000052,Cornwall,7,0
E06000053,Isles of Scilly,7,0
E06000054,Wiltshire,7,0
E06000055,Bedford,7,0
E06000056,Central Bedfordshire,7,0
E06000057,Northumberland,7,0
E06000058,"Bournemouth, Christchurch and Poole",7,0
E06000059,Dorset,7,0
E10000002,Buckinghamshire,7,0
E10000003,Cambridgeshire,7,0
E10000006,Cumbria,7,0
E10000007,Derbyshire,7,0
E10000008,Devon,7,0
E10000011,East Sussex,7,0
E10000012,Essex,7,0
E10000013,Gloucestershire,7,0
E10000014,Hampshire,7,0
E10000015,Hertfordshire,7,0
E10000016,Kent,7,0
E10000017,Lancashire,7,0
E10000018,Leicestershire,7,0
E10000019,Lincolnshire,7,0
E10000020,Norfolk,7,0
E10000021,Northamptonshire,7,0
E10000023,North Yorkshire,7,0
E10000024,Nottinghamshire,7,0
E10000025,Oxfordshire,7,0
E10000027,Somerset,7,0
E10000028,Staffordshire,7,0
E10000029,Suffolk,7,0
E10000030,Surrey,7,0
E10000031,Warwickshire,7,0
E10000032,West Sussex,7,0
E10000034,Worcestershire,7,0
E08000001,Bolton,7,0
E08000002,Bury,7,0
E08000003,Manchester,7,0
E08000004,Oldham,7,0
E08000005,Rochdale,7,0
E08000006,Salford,7,0
E08000007,Stockport,7,0
E08000008,Tameside,7,0
E08000009,Trafford,7,0
E08000010,Wigan,7,0
E08000011,Knowsley,7,0
E08000012,Liverpool,7,0
E08000013,St. Helens,7,0
E08000014,Sefton,7,0
E08000015,Wirral,7,0
E08000016,Barnsley,7,0
E08000017,Doncaster,7,0
E08000018,Rotherham,7,0
E08000019,Sheffield,7,0
E08000021,Newcastle upon Tyne,7,0
E08000022,North Tyneside,7,0
E08000023,South Tyneside,7,0
E08000024,Sunderland,7,0
E08000025,Birmingham,7,0
E08000026,Coventry,7,0
E08000027,Dudley,7,0
E08000028,Sandwell,7,0
E08000029,Solihull,7,0
E08000030,Walsall,7,0
E08000031,Wolverhampton,7,0
E08000032,Bradford,7,0
E08000033,Calderdale,7,0
E08000034,Kirklees,7,0
E08000035,Leeds,7,0
E08000036,Wakefield,7,0
E08000037,Gateshead,7,0
E09000001,City of London,7,0
E09000002,Barking and Dagenham,7,0
E09000003,Barnet,7,0
E09000004,Bexley,7,0
E09000005,Brent,7,0
E09000006,Bromley,7,0
E09000007,Camden,7,0
E09000008,Croydon,7,0
E09000009,Ealing,7,0
E09000010,Enfield,7,0
E09000011,Greenwich,7,0
E09000012,Hackney,7,0
E09000013,Hammersmith and Fulham,7,0
E09000014,Haringey,7,0
E09000015,Harrow,7,0
E09000016,Havering,7,0
E09000017,Hillingdon,7,0
E09000018,Hounslow,7,0
E09000019,Islington,7,0
E09000020,Kensington and Chelsea,7,0
E09000021,Kingston upon Thames,7,0
E09000022,Lambeth,7,0
E09000023,Lewisham,7,0
E09000024,Merton,7,0
E09000025,Newham,7,0
E09000026,Redbridge,7,0
E09000027,Richmond upon Thames,7,0
E09000028,Southwark,7,0
E09000029,Sutton,7,0
E09000030,Tower Hamlets,7,0
E09000031,Waltham Forest,7,0
E09000032,Wandsworth,7,0
E09000033,Westminster,7,0
W06000001,Isle of Anglesey,7,0
W06000002,Gwynedd,7,0
W06000003,Conwy,7,0
W06000004,Denbighshire,7,0
W06000005,Flintshire,7,0
W06000006,Wrexham,7,0
W06000008,Ceredigion,7,0
W06000009,Pembrokeshire,7,0
W06000010,Carmarthenshire,7,0
W06000011,Swansea,7,0
W06000012,Neath Port Talbot,7,0
W06000013,Bridgend,7,0
W06000014,Vale of Glamorgan,7,0
W06000015,Cardiff,7,0
W06000016,Rhondda Cynon Taf,7,0
W06000018,Caerphilly,7,0
W06000019,Blaenau Gwent,7,0
W06000020,Torfaen,7,0
W06000021,Monmouthshire,7,0
W06000022,Newport,7,0
W06000023,Powys,7,0
W06000024,Merthyr Tydfil,7,0
E06000001,Hartlepool,8,0
E06000002,Middlesbrough,8,0
E06000003,Redcar and Cleveland,8,0
E06000004,Stockton-on-Tees,8,0
E06000005,Darlington,8,0
E06000006,Halton,8,0
E06000007,Warrington,8,0
E06000008,Blackburn with Darwen,8,0
E06000009,Blackpool,8,0
E06000010,"Kingston upon Hull, City of",8,0
E06000011,East Riding of Yorkshire,8,0
E06000012,North East Lincolnshire,8,0
E06000013,North Lincolnshire,8,0
E06000014,York,8,0
E06000015,Derby,8,0
E06000016,Leicester,8,0
E06000017,Rutland,8,0
E06000018,Nottingham,8,0
E06000019,"Herefordshire, County of",8,0
E06000020,Telford and Wrekin,8,0
E06000021,Stoke-on-Trent,8,0
E06000022,Bath and North East Somerset,8,0
E06000023,"Bristol, City of",8,0
E06000024,North Somerset,8,0
E06000025,South Gloucestershire,8,0
E06000026,Plymouth,8,0
E06000027,Torbay,8,0
E06000030,Swindon,8,0
E06000031,Peterborough,8,0
E06000032,Luton,8,0
E06000033,Southend-on-Sea,8,0
E06000034,Thurrock,8,0
E06000035,Medway,8,0
E06000036,Bracknell Forest,8,0
E06000037,West Berkshire,8,0
E06000038,Reading,8,0
E06000039,Slough,8,0
E06000040,Windsor and Maidenhead,8,0
E06000041,Wokingham,8,0
E06000042,Milton Keynes,8,0
E06000043,Brighton and Hove,8,0
E06000044,Portsmouth,8,0
E06000045,Southampton,8,0
E06000046,Isle of Wight,8,0
E06000047,County Durham,8,0
E06000049,Cheshire East,8,0
E06000050,Cheshire West and Chester,8,0
E06000051,Shropshire,8,0
E06000052,Cornwall,8,0
E06000053,Isles of Scilly,8,0
E06000054,Wiltshire,8,0
E06000055,Bedford,8,0
E06000056,Central Bedfordshire,8,0
E06000057,Northumberland,8,0
E06000058,"Bournemouth, Christchurch and Poole",8,0
E06000059,Dorset,8,0
E10000002,Buckinghamshire,8,0
E10000003,Cambridgeshire,8,0
E10000006,Cumbria,8,0
E10000007,Derbyshire,8,0
E10000008,Devon,8,0
E10000011,East Sussex,8,0
E10000012,Essex,8,0
E10000013,Gloucestershire,8,0
E10000014,Hampshire,8,0
E10000015,Hertfordshire,8,0
E10000016,Kent,8,0
E10000017,Lancashire,8,0
E10000018,Leicestershire,8,0
E10000019,Lincolnshire,8,0
E10000020,Norfolk,8,0
E10000021,Northamptonshire,8,0
E10000023,North Yorkshire,8,0
E10000024,Nottinghamshire,8,0
E10000025,Oxfordshire,8,0
E10000027,Somerset,8,0
E10000028,Staffordshire,8,0
E10000029,Suffolk,8,0
E10000030,Surrey,8,0
E10000031,Warwickshire,8,0
E10000032,West Sussex,8,0
E10000034,Worcestershire,8,0
E08000001,Bolton,8,0
E08000002,Bury,8,0
E08000003,Manchester,8,0
E08000004,Oldham,8,0
E08000005,Rochdale,8,0
E08000006,Salford,8,0
E08000007,Stockport,8,0
E08000008,Tameside,8,0
E08000009,Trafford,8,0
E08000010,Wigan,8,0
E08000011,Knowsley,8,0
E08000012,Liverpool,8,0
E08000013,St. Helens,8,0
E08000014,Sefton,8,0
E08000015,Wirral,8,0
E08000016,Barnsley,8,0
E08000017,Doncaster,8,0
E08000018,Rotherham,8,0
E08000019,Sheffield,8,0
E08000021,Newcastle upon Tyne,8,0
E08000022,North Tyneside,8,0
E08000023,South Tyneside,8,0
E08000024,Sunderland,8,0
E08000025,Birmingham,8,0
E08000026,Coventry,8,0
E08000027,Dudley,8,0
E08000028,Sandwell,8,0
E08000029,Solihull,8,0
E08000030,Walsall,8,0
E08000031,Wolverhampton,8,0
E08000032,Bradford,8,0
E08000033,Calderdale,8,0
E08000034,Kirklees,8,0
E08000035,Leeds,8,0
E08000036,Wakefield,8,0
E08000037,Gateshead,8,0
E09000001,City of London,8,0
E09000002,Barking and Dagenham,8,0
E09000003,Barnet,8,0
E09000004,Bexley,8,0
E09000005,Brent,8,0
E09000006,Bromley,8,0
E09000007,Camden,8,0
E09000008,Croydon,8,0
E09000009,Ealing,8,0
E09000010,Enfield,8,0
E09000011,Greenwich,8,0
E09000012,Hackney,8,0
E09000013,Hammersmith and Fulham,8,0
E09000014,Haringey,8,0
E09000015,Harrow,8,0
E09000016,Havering,8,0
E09000017,Hillingdon,8,0
E09000018,Hounslow,8,0
E09000019,Islington,8,0
E09000020,Kensington and Chelsea,8,0
E09000021,Kingston upon Thames,8,0
E09000022,Lambeth,8,0
E09000023,Lewisham,8,0
E09000024,Merton,8,0
E09000025,Newham,8,0
E09000026,Redbridge,8,0
E09000027,Richmond upon Thames,8,0
E09000028,Southwark,8,0
E09000029,Sutton,8,0
E09000030,Tower Hamlets,8,0
E09000031,Waltham Forest,8,0
E09000032,Wandsworth,8,0
E09000033,Westminster,8,0
W06000001,Isle of Anglesey,8,0
W06000002,Gwynedd,8,0
W06000003,Conwy,8,0
W06000004,Denbighshire,8,0
W06000005,Flintshire,8,0
W06000006,Wrexham,8,0
W06000008,Ceredigion,8,0
W06000009,Pembrokeshire,8,0
W06000010,Carmarthenshire,8,0
W06000011,Swansea,8,0
W06000012,Neath Port Talbot,8,0
W06000013,Bridgend,8,0
W06000014,Vale of Glamorgan,8,0
W06000015,Cardiff,8,0
W06000016,Rhondda Cynon Taf,8,0
W06000018,Caerphilly,8,0
W06000019,Blaenau Gwent,8,0
W06000020,Torfaen,8,0
W06000021,Monmouthshire,8,0
W06000022,Newport,8,0
W06000023,Powys,8,0
W06000024,Merthyr Tydfil,8,0
E06000001,Hartlepool,9,0
E06000002,Middlesbrough,9,0
E06000003,Redcar and Cleveland,9,0
E06000004,Stockton-on-Tees,9,0
E06000005,Darlington,9,0
E06000006,Halton,9,0
E06000007,Warrington,9,0
E06000008,Blackburn with Darwen,9,0
E06000009,Blackpool,9,0
E06000010,"Kingston upon Hull, City of",9,0
E06000011,East Riding of Yorkshire,9,0
E06000012,North East Lincolnshire,9,0
E06000013,North Lincolnshire,9,0
E06000014,York,9,0
E06000015,Derby,9,0
E06000016,Leicester,9,0
E06000017,Rutland,9,0
E06000018,Nottingham,9,0
E06000019,"Herefordshire, County of",9,0
E06000020,Telford and Wrekin,9,0
E06000021,Stoke-on-Trent,9,0
E06000022,Bath and North East Somerset,9,0
E06000023,"Bristol, City of",9,0
E06000024,North Somerset,9,0
E06000025,South Gloucestershire,9,0
E06000026,Plymouth,9,0
E06000027,Torbay,9,0
E06000030,Swindon,9,0
E06000031,Peterborough,9,0
E06000032,Luton,9,0
E06000033,Southend-on-Sea,9,0
E06000034,Thurrock,9,0
E06000035,Medway,9,0
E06000036,Bracknell Forest,9,0
E06000037,West Berkshire,9,0
E06000038,Reading,9,0
E06000039,Slough,9,0
E06000040,Windsor and Maidenhead,9,0
E06000041,Wokingham,9,0
E06000042,Milton Keynes,9,0
E06000043,Brighton and Hove,9,0
E06000044,Portsmouth,9,0
E06000045,Southampton,9,0
E06000046,Isle of Wight,9,0
E06000047,County Durham,9,0
E06000049,Cheshire East,9,0
E06000050,Cheshire West and Chester,9,0
E06000051,Shropshire,9,0
E06000052,Cornwall,9,0
E06000053,Isles of Scilly,9,0
E06000054,Wiltshire,9,0
E06000055,Bedford,9,0
E06000056,Central Bedfordshire,9,0
E06000057,Northumberland,9,0
E06000058,"Bournemouth, Christchurch and Poole",9,0
E06000059,Dorset,9,0
E10000002,Buckinghamshire,9,0
E10000003,Cambridgeshire,9,0
E10000006,Cumbria,9,0
E10000007,Derbyshire,9,0
E10000008,Devon,9,0
E10000011,East Sussex,9,0
E10000012,Essex,9,0
E10000013,Gloucestershire,9,0
E10000014,Hampshire,9,0
E10000015,Hertfordshire,9,0
E10000016,Kent,9,0
E10000017,Lancashire,9,0
E10000018,Leicestershire,9,0
E10000019,Lincolnshire,9,0
E10000020,Norfolk,9,0
E10000021,Northamptonshire,9,0
E10000023,North Yorkshire,9,0
E10000024,Nottinghamshire,9,0
E10000025,Oxfordshire,9,0
E10000027,Somerset,9,0
E10000028,Staffordshire,9,0
E10000029,Suffolk,9,0
E10000030,Surrey,9,0
E10000031,Warwickshire,9,0
E10000032,West Sussex,9,0
E10000034,Worcestershire,9,0
E08000001,Bolton,9,0
E08000002,Bury,9,0
E08000003,Manchester,9,0
E08000004,Oldham,9,0
E08000005,Rochdale,9,0
E08000006,Salford,9,0
E08000007,Stockport,9,0
E08000008,Tameside,9,0
E08000009,Trafford,9,0
E08000010,Wigan,9,0
E08000011,Knowsley,9,0
E08000012,Liverpool,9,0
E08000013,St. Helens,9,0
E08000014,Sefton,9,0
E08000015,Wirral,9,0
E08000016,Barnsley,9,0
E08000017,Doncaster,9,0
E08000018,Rotherham,9,0
E08000019,Sheffield,9,0
E08000021,Newcastle upon Tyne,9,0
E08000022,North Tyneside,9,0
E08000023,South Tyneside,9,0
E08000024,Sunderland,9,0
E08000025,Birmingham,9,0
E08000026,Coventry,9,0
E08000027,Dudley,9,0
E08000028,Sandwell,9,0
E08000029,Solihull,9,0
E08000030,Walsall,9,0
E08000031,Wolverhampton,9,0
E08000032,Bradford,9,0
E08000033,Calderdale,9,0
E08000034,Kirklees,9,0
E08000035,Leeds,9,0
E08000036,Wakefield,9,0
E08000037,Gateshead,9,0
E09000001,City of London,9,0
E09000002,Barking and Dagenham,9,0
E09000003,Barnet,9,0
E09000004,Bexley,9,0
E09000005,Brent,9,0
E09000006,Bromley,9,0
E09000007,Camden,9,0
E09000008,Croydon,9,0
E09000009,Ealing,9,0
E09000010,Enfield,9,0
E09000011,Greenwich,9,0
E09000012,Hackney,9,0
E09000013,Hammersmith and Fulham,9,0
E09000014,Haringey,9,0
E09000015,Harrow,9,0
E09000016,Havering,9,0
E09000017,Hillingdon,9,0
E09000018,Hounslow,9,0
E09000019,Islington,9,0
E09000020,Kensington and Chelsea,9,0
E09000021,Kingston upon Thames,9,0
E09000022,Lambeth,9,0
E09000023,Lewisham,9,0
E09000024,Merton,9,0
E09000025,Newham,9,0
E09000026,Redbridge,9,0
E09000027,Richmond upon Thames,9,0
E09000028,Southwark,9,0
E09000029,Sutton,9,0
E09000030,Tower Hamlets,9,0
E09000031,Waltham Forest,9,0
E09000032,Wandsworth,9,0
E09000033,Westminster,9,0
W06000001,Isle of Anglesey,9,0
W06000002,Gwynedd,9,0
W06000003,Conwy,9,0
W06000004,Denbighshire,9,0
W06000005,Flintshire,9,0
W06000006,Wrexham,9,0
W06000008,Ceredigion,9,0
W06000009,Pembrokeshire,9,0
W06000010,Carmarthenshire,9,0
W06000011,Swansea,9,0
W06000012,Neath Port Talbot,9,0
W06000013,Bridgend,9,0
W06000014,Vale of Glamorgan,9,0
W06000015,Cardiff,9,0
W06000016,Rhondda Cynon Taf,9,0
W06000018,Caerphilly,9,0
W06000019,Blaenau Gwent,9,0
W06000020,Torfaen,9,0
W06000021,Monmouthshire,9,0
W06000022,Newport,9,0
W06000023,Powys,9,0
W06000024,Merthyr Tydfil,9,0
E06000001,Hartlepool,10,0
E06000002,Middlesbrough,10,0
E06000003,Redcar and Cleveland,10,0
E06000004,Stockton-on-Tees,10,0
E06000005,Darlington,10,0
E06000006,Halton,10,0
E06000007,Warrington,10,0
E06000008,Blackburn with Darwen,10,0
E06000009,Blackpool,10,0
E06000010,"Kingston upon Hull, City of",10,0
E06000011,East Riding of Yorkshire,10,0
E06000012,North East Lincolnshire,10,0
E06000013,North Lincolnshire,10,0
E06000014,York,10,0
E06000015,Derby,10,0
E06000016,Leicester,10,0
E06000017,Rutland,10,0
E06000018,Nottingham,10,0
E06000019,"Herefordshire, County of",10,0
E06000020,Telford and Wrekin,10,0
E06000021,Stoke-on-Trent,10,0
E06000022,Bath and North East Somerset,10,0
E06000023,"Bristol, City of",10,0
E06000024,North Somerset,10,0
E06000025,South Gloucestershire,10,0
E06000026,Plymouth,10,0
E06000027,Torbay,10,0
E06000030,Swindon,10,0
E06000031,Peterborough,10,0
E06000032,Luton,10,0
E06000033,Southend-on-Sea,10,0
E06000034,Thurrock,10,0
E06000035,Medway,10,0
E06000036,Bracknell Forest,10,0
E06000037,West Berkshire,10,0
E06000038,Reading,10,0
E06000039,Slough,10,0
E06000040,Windsor and Maidenhead,10,0
E06000041,Wokingham,10,1
E06000042,Milton Keynes,10,1
E06000043,Brighton and Hove,10,0
E06000044,Portsmouth,10,0
E06000045,Southampton,10,0
E06000046,Isle of Wight,10,0
E06000047,County Durham,10,0
E06000049,Cheshire East,10,0
E06000050,Cheshire West and Chester,10,0
E06000051,Shropshire,10,0
E06000052,Cornwall,10,0
E06000053,Isles of Scilly,10,0
E06000054,Wiltshire,10,0
E06000055,Bedford,10,0
E06000056,Central Bedfordshire,10,0
E06000057,Northumberland,10,0
E06000058,"Bournemouth, Christchurch and Poole",10,0
E06000059,Dorset,10,0
E10000002,Buckinghamshire,10,0
E10000003,Cambridgeshire,10,0
E10000006,Cumbria,10,0
E10000007,Derbyshire,10,0
E10000008,Devon,10,0
E10000011,East Sussex,10,0
E10000012,Essex,10,1
E10000013,Gloucestershire,10,0
E10000014,Hampshire,10,0
E10000015,Hertfordshire,10,0
E10000016,Kent,10,0
E10000017,Lancashire,10,0
E10000018,Leicestershire,10,0
E10000019,Lincolnshire,10,0
E10000020,Norfolk,10,0
E10000021,Northamptonshire,10,0
E10000023,North Yorkshire,10,0
E10000024,Nottinghamshire,10,0
E10000025,Oxfordshire,10,0
E10000027,Somerset,10,0
E10000028,Staffordshire,10,0
E10000029,Suffolk,10,0
E10000030,Surrey,10,0
E10000031,Warwickshire,10,0
E10000032,West Sussex,10,0
E10000034,Worcestershire,10,0
E08000001,Bolton,10,0
E08000002,Bury,10,0
E08000003,Manchester,10,0
E08000004,Oldham,10,0
E08000005,Rochdale,10,0
E08000006,Salford,10,0
E08000007,Stockport,10,0
E08000008,Tameside,10,0
E08000009,Trafford,10,0
E08000010,Wigan,10,0
E08000011,Knowsley,10,0
E08000012,Liverpool,10,0
E08000013,St. Helens,10,0
E08000014,Sefton,10,0
E08000015,Wirral,10,0
E08000016,Barnsley,10,0
E08000017,Doncaster,10,0
E08000018,Rotherham,10,0
E08000019,Sheffield,10,0
E08000021,Newcastle upon Tyne,10,0
E08000022,North Tyneside,10,0
E08000023,South Tyneside,10,0
E08000024,Sunderland,10,0
E08000025,Birmingham,10,0
E08000026,Coventry,10,0
E08000027,Dudley,10,0
E08000028,Sandwell,10,0
E08000029,Solihull,10,0
E08000030,Walsall,10,0
E08000031,Wolverhampton,10,0
E08000032,Bradford,10,0
E08000033,Calderdale,10,0
E08000034,Kirklees,10,0
E08000035,Leeds,10,0
E08000036,Wakefield,10,0
E08000037,Gateshead,10,0
E09000001,City of London,10,0
E09000002,Barking and Dagenham,10,0
E09000003,Barnet,10,1
E09000004,Bexley,10,0
E09000005,Brent,10,0
E09000006,Bromley,10,0
E09000007,Camden,10,0
E09000008,Croydon,10,0
E09000009,Ealing,10,0
E09000010,Enfield,10,0
E09000011,Greenwich,10,0
E09000012,Hackney,10,0
E09000013,Hammersmith and Fulham,10,0
E09000014,Haringey,10,0
E09000015,Harrow,10,0
E09000016,Havering,10,0
E09000017,Hillingdon,10,0
E09000018,Hounslow,10,0
E09000019,Islington,10,0
E09000020,Kensington and Chelsea,10,0
E09000021,Kingston upon Thames,10,0
E09000022,Lambeth,10,0
E09000023,Lewisham,10,0
E09000024,Merton,10,0
E09000025,Newham,10,0
E09000026,Redbridge,10,0
E09000027,Richmond upon Thames,10,0
E09000028,Southwark,10,0
E09000029,Sutton,10,0
E09000030,Tower Hamlets,10,0
E09000031,Waltham Forest,10,0
E09000032,Wandsworth,10,0
E09000033,Westminster,10,0
W06000001,Isle of Anglesey,10,0
W06000002,Gwynedd,10,0
W06000003,Conwy,10,0
W06000004,Denbighshire,10,0
W06000005,Flintshire,10,0
W06000006,Wrexham,10,0
W06000008,Ceredigion,10,0
W06000009,Pembrokeshire,10,0
W06000010,Carmarthenshire,10,0
W06000011,Swansea,10,0
W06000012,Neath Port Talbot,10,0
W06000013,Bridgend,10,0
W06000014,Vale of Glamorgan,10,0
W06000015,Cardiff,10,0
W06000016,Rhondda Cynon Taf,10,0
W06000018,Caerphilly,10,0
W06000019,Blaenau Gwent,10,0
W06000020,Torfaen,10,0
W06000021,Monmouthshire,10,0
W06000022,Newport,10,0
W06000023,Powys,10,0
W06000024,Merthyr Tydfil,10,0
E06000001,Hartlepool,11,0
E06000002,Middlesbrough,11,0
E06000003,Redcar and Cleveland,11,0
E06000004,Stockton-on-Tees,11,0
E06000005,Darlington,11,0
E06000006,Halton,11,0
E06000007,Warrington,11,0
E06000008,Blackburn with Darwen,11,0
E06000009,Blackpool,11,0
E06000010,"Kingston upon Hull, City of",11,0
E06000011,East Riding of Yorkshire,11,0
E06000012,North East Lincolnshire,11,0
E06000013,North Lincolnshire,11,0
E06000014,York,11,0
E06000015,Derby,11,0
E06000016,Leicester,11,0
E06000017,Rutland,11,0
E06000018,Nottingham,11,0
E06000019,"Herefordshire, County of",11,0
E06000020,Telford and Wrekin,11,0
E06000021,Stoke-on-Trent,11,0
E06000022,Bath and North East Somerset,11,0
E06000023,"Bristol, City of",11,0
E06000024,North Somerset,11,0
E06000025,South Gloucestershire,11,0
E06000026,Plymouth,11,0
E06000027,Torbay,11,0
E06000030,Swindon,11,0
E06000031,Peterborough,11,0
E06000032,Luton,11,0
E06000033,Southend-on-Sea,11,0
E06000034,Thurrock,11,0
E06000035,Medway,11,0
E06000036,Bracknell Forest,11,0
E06000037,West Berkshire,11,0
E06000038,Reading,11,0
E06000039,Slough,11,0
E06000040,Windsor and Maidenhead,11,0
